4,22,68,72,82
5,42,46,71,81
13,17,42,43,46
25,35,42,57,87
8,9,54,69,87
3,16,31,52,53
12,38,39,57,79
13,26,27,30,45
4,9,29,64,65
9,24,54,79,82
20,24,61,86,90
1,29,50,55,70
10,61,71,77,83
8,22,53,63,71
28,38,55,68,82
18,23,45,53,64
18,36,49,64,80
1,10,42,55,73
24,52,58,61,78
2,30,50,72,84
15,37,51,83,86
4,6,52,77,78
17,19,29,36,78
9,18,76,85,90
31,46,70,74,78
4,44,65,73,89
11,18,26,67,83
14,17,21,28,50
3,53,73,76,89
25,49,76,78,85
11,23,32,66,73
1,3,38,63,72
2,9,11,37,46
39,42,47,81,89
13,19,26,53,73
3,11,16,22,87
15,37,46,55,59
25,32,36,43,63
1,7,14,35,43
26,30,36,41,81
13,19,31,53,73
10,29,62,74,83
2,8,38,44,50
12,23,30,33,61
6,28,38,49,69
15,41,43,45,89
1,15,22,50,80
24,26,39,40,78
2,60,66,73,84
37,45,48,52,74
4,28,38,69,72
11,30,63,66,84
4,17,70,71,75
4,8,31,81,83
5,30,55,70,85
3,10,48,61,76
26,39,70,71,82
12,21,33,57,59
1,2,18,58,74
5,15,36,73,75
15,38,66,70,76
5,22,51,70,72
1,56,69,75,76
17,31,32,53,72
18,41,42,52,89
40,54,73,81,85
24,29,53,71,72
2,34,66,77,82
35,60,74,77,84
1,19,34,51,67
26,39,41,84,88
6,22,23,47,84
22,29,40,48,86
8,10,51,59,74
9,33,42,68,74
2,13,72,83,84
11,42,45,63,76
15,20,37,42,51
15,52,55,71,83
2,22,36,60,76
37,50,65,87,89
4,20,43,52,85
28,55,57,82,83
28,50,64,79,82
7,14,50,68,90
20,56,63,68,84
23,65,75,84,88
35,59,78,85,88
7,10,56,58,84
35,57,74,84,87
16,50,74,76,78
3,20,27,42,51
4,22,32,33,35
33,59,63,76,84
1,4,40,57,70
24,37,39,48,74
4,26,67,68,71
6,26,27,33,75
6,11,40,47,86
4,34,48,66,83
2,6,34,35,76
9,18,45,57,71
4,24,32,46,84
2,4,61,62,89
12,18,25,40,67
19,32,36,52,76
45,56,65,81,83
12,41,59,61,66
10,30,44,65,66
7,21,48,55,82
4,15,24,78,82
40,54,60,64,65
3,29,66,79,83
7,18,59,60,65
2,18,43,48,53
45,67,69,76,88
39,45,57,77,81
5,44,63,73,83
15,17,68,71,89
35,75,80,84,86
1,23,39,50,65
24,25,43,60,85
1,6,23,46,50
21,36,68,69,87
1,25,27,69,81
11,36,43,63,66
23,30,45,56,71
18,20,30,42,51
14,21,22,58,64
19,26,53,60,89
19,24,47,60,88
11,12,31,49,58
17,29,74,76,82
20,44,52,65,83
19,43,46,47,52
7,33,35,83,89
16,22,28,40,54
16,23,26,74,75
11,42,53,64,66
7,26,37,81,88
24,75,83,84,85
1,7,30,44,69
39,62,73,83,90
28,38,52,56,65
2,12,29,68,86
18,28,29,33,59
6,23,41,81,85
47,51,53,57,63
15,18,37,48,72
3,15,19,63,89
9,16,49,54,68
16,24,40,64,73
20,26,59,72,75
15,33,56,60,76
20,31,34,69,84
5,16,70,82,85
5,15,32,52,83
34,41,56,59,61
28,47,58,72,75
4,12,31,75,85
4,20,24,36,39
21,33,43,56,79
7,14,19,37,44
1,31,55,77,88
3,19,41,55,61
2,3,47,61,67
6,15,23,43,68
6,18,26,76,77
2,12,23,57,78
1,15,45,68,70
3,45,56,57,86
1,30,37,55,82
26,39,40,52,53
18,33,53,75,89
20,23,39,70,78
25,39,45,54,65
12,37,62,82,83
23,26,33,53,60
13,50,53,59,70
9,30,39,52,75
13,26,42,79,84
13,15,30,31,41
8,12,38,45,85
14,27,64,70,85
55,68,76,78,81
2,13,15,36,69
16,30,32,49,73
22,59,62,80,90
30,31,39,78,83
42,44,49,70,78
12,25,31,56,57
10,12,22,39,68
15,24,48,59,65
26,66,77,82,87
1,15,48,53,62
17,21,70,77,83
5,31,64,76,86
7,25,34,37,46
30,31,35,43,54
9,17,69,72,85
7,31,36,48,66
20,43,44,46,55
11,59,61,74,80
6,13,34,39,51
11,14,37,57,58
12,30,51,66,73
8,24,51,86,87
43,50,66,78,80
5,15,38,51,76
8,14,24,32,54
24,42,46,47,81
1,12,42,71,85
38,43,48,57,74
15,18,19,29,39
23,32,37,62,79
15,39,42,52,55
2,10,39,44,68
40,44,62,75,84
3,59,63,66,84
3,26,31,46,66
5,10,54,59,80
23,26,27,86,87
19,20,30,43,65
4,20,28,40,53
5,20,22,49,70
29,40,46,72,90
11,16,39,49,74
4,7,19,58,63
12,38,45,66,76
2,27,28,32,90
30,55,59,71,80
16,27,45,53,70
2,3,32,59,73
1,11,19,31,37
3,35,37,43,52
12,26,65,66,83
45,52,59,69,81
13,47,68,70,86
13,21,44,47,52
6,15,22,33,44
23,60,76,84,86
20,28,47,51,71
6,52,57,68,86
24,36,63,70,84
19,53,60,66,67
3,16,27,45,81
7,39,40,58,68
2,7,12,25,76
27,32,36,39,57
8,14,19,30,34
4,31,38,75,89
10,17,61,63,73
27,49,72,79,81
37,62,66,85,90
14,30,51,62,78
9,19,57,61,62
25,38,43,57,72
37,45,59,65,76
7,19,23,44,66
3,4,55,56,69
6,7,40,57,67
10,11,29,35,48
46,54,55,70,85
5,19,23,25,67
63,68,69,75,86
3,50,55,57,58
27,35,42,55,71
18,27,52,57,73
18,31,46,49,85
1,45,64,73,86
18,19,22,62,67
13,17,19,46,60
11,41,42,45,77
18,31,36,52,59
6,18,35,74,90
2,33,38,70,77
21,23,29,46,48
25,56,57,81,86
2,50,55,65,84
8,65,67,69,82
18,37,44,52,76
1,19,20,27,34
12,25,30,46,51
18,55,56,83,90
15,16,36,60,70
3,26,28,42,49
27,29,47,59,89
19,30,43,58,69
1,48,61,62,79
10,18,26,36,38
2,5,37,57,67
3,34,46,62,79
3,32,50,59,65
33,52,67,77,87
2,13,67,70,86
17,20,32,76,84
1,19,70,80,81
20,26,38,41,58
8,50,69,72,87
4,38,42,64,74
10,57,70,75,87
5,10,23,51,58
14,54,60,78,81
2,5,17,24,72
2,18,45,51,70
18,24,30,43,79
41,45,51,54,86
10,25,38,46,50
31,53,57,60,83
9,50,72,76,89
22,24,35,63,68
34,38,45,62,90
15,21,78,87,89
3,9,38,42,85
27,30,35,56,68
3,50,52,59,74
7,18,53,54,85
11,27,55,68,80
48,55,62,69,80
11,15,26,39,78
11,15,23,43,87
24,43,44,48,58
27,35,51,57,59
38,39,52,79,85
28,30,35,56,84
15,36,45,58,72
16,38,54,84,90
1,23,27,42,84
5,22,25,67,87
8,33,57,62,66
24,36,44,63,68
43,45,56,66,82
22,24,43,64,90
6,18,51,59,64
9,10,36,50,78
4,27,41,72,88
22,42,62,82,84
3,7,32,41,58
2,39,69,72,74
29,54,63,78,83
1,9,11,19,41
40,47,52,57,83
10,42,60,78,82
32,43,60,74,79
16,55,60,67,76
15,24,27,29,40
13,14,21,34,84
39,41,46,47,60
22,29,53,62,74
4,13,47,76,78
9,16,78,83,86
1,9,17,18,89
8,29,59,77,89
1,23,37,49,60
23,36,38,57,76
17,22,47,73,90
14,34,43,52,78
53,55,67,79,80
7,53,65,73,87
1,11,45,67,78
8,9,19,37,43
33,43,58,60,77
7,63,69,76,85
10,14,25,51,71
26,27,30,73,85
8,35,60,67,84
25,42,45,52,86
9,11,43,57,88
3,6,67,72,76
17,20,59,78,81
3,19,64,66,77
